ID_Anuncio,Agencia,Fecha_Publicacion,Direccion,Ciudad,Precio_COP,Area_m2,Num_Habitaciones,Num_Banos,Ano_Construccion
630,Propiedades del Sol,2023-09-30,Diagonal 107 # 51 - 36,Barranquilla,1490000000.0,,5,1.0,
690,Inmobiliaria Andina,2024-07-31,Calle 106 # 66 - 8,Bogotá D.C.,1527000000.0,187.0,5,2.0,2013.0
1292,Tu Casa Ideal,2024-04-23,Carrera 116 # 58 - 83,Cartagena,1340000000.0,96.0,3,3.0,2019.0
395,Tu Casa Ideal,2023-08-18,Carrera 68 # 44 - 80,Cartagena,1990000000.0,130.0,1,4.0,
1249,Propiedades del Sol,2023-10-20,Carrera 77 # 31 - 56,Cali,1211000000.0,127.0,3,4.0,2022.0
1234,Tu Casa Ideal,2025-07-03,Avenida 24 # 89 - 98,Barranquilla,1561000000.0,161.0,5,4.0,
547,Horizonte Propiedades,2024-05-23,Avenida 64 # 32 - 52,Cartagena,1565000000.0,113.0,5,1.0,1980.0
1169,Conexión Urbana,2024-06-05,Carrera 10 # 44 - 76,Cali,1217000000.0,236.0,4,4.0,2019.0
1358,Conexión Urbana,2024-04-11,Calle 46 # 12 - 30,Bogotá D.C.,321000000.0,150.0,1,4.0,
253,Propiedades del Sol,2025-02-16,Avenida 106 # 55 - 12,Cartagena,1501000000.0,67.0,3,3.0,2011.0
33,Conexión Urbana,2023-11-30,Avenida 35 # 26 - 60,Cali,1641000000.0,214.0,2,2.0,
319,Tu Casa Ideal,2025-06-11,Diagonal 62 # 50 - 68,Medellín,1168000000.0,233.0,1,4.0,2020.0
1417,Propiedades del Sol,2024-11-07,Calle 87 # 80 - 97,Bogotá D.C.,189000000.0,290.0,2,4.0,1987.0
403,Inmobiliaria Andina,2023-10-28,Calle 132 # 38 - 98,Bogotá D.C.,1416000000.0,333.0,1,1.0,1989.0
102,Conexión Urbana,2024-09-22,Calle 132 # 85 - 70,Cali,1207000000.0,,1,3.0,
404,Inmobiliaria Andina,2024-06-09,Diagonal 24 # 94 - 20,Barranquilla,520000000.0,291.0,1,4.0,1982.0
240,Horizonte Propiedades,2025-05-19,Diagonal 102 # 6 - 62,Cali,1983000000.0,237.0,4,3.0,
698,Horizonte Propiedades,2024-09-14,Avenida 109 # 96 - 52,Barranquilla,874000000.0,,4,,2017.0
300,Horizonte Propiedades,2025-05-02,Calle 134 # 91 - 75,Bogotá D.C.,529000000.0,73.0,6,4.0,1992.0
442,Propiedades del Sol,2023-10-24,Diagonal 123 # 45 - 45,Cali,1727000000.0,326.0,3,4.0,2005.0
358,Tu Casa Ideal,2024-04-10,Carrera 39 # 83 - 73,Barranquilla,437000000.0,175.0,2,1.0,1999.0
430,Horizonte Propiedades,2023-07-27,Carrera 147 # 41 - 54,Bogotá D.C.,844000000.0,57.0,1,4.0,2015.0
648,Inmobiliaria Andina,2023-08-26,Calle 134 # 73 - 1,Bogotá D.C.,601000000.0,182.0,4,1.0,2004.0
1289,Conexión Urbana,2023-10-02,Avenida 93 # 73 - 94,Bogotá D.C.,1833000000.0,260.0,2,2.0,2023.0
211,Propiedades del Sol,2025-07-17,Calle 111 # 2 - 32,Cali,1469000000.0,263.0,1,2.0,2014.0
141,Conexión Urbana,2024-01-14,Avenida 33 # 80 - 73,Cali,1365000000.0,,2,2.0,2009.0
1290,Inmobiliaria Andina,2023-08-19,Transversal 31 # 23 - 74,Bogotá D.C.,1000000000.0,206.0,5,3.0,1995.0
536,Conexión Urbana,2023-12-10,Calle 87 # 79 - 4,Cali,1392000000.0,,3,3.0,1985.0
784,Conexión Urbana,2025-06-25,Transversal 65 # 15 - 58,Cali,389000000.0,242.0,5,2.0,1982.0
804,Inmobiliaria Andina,2023-07-28,Calle 9 # 38 - 80,Barranquilla,783000000.0,285.0,3,2.0,1995.0
313,Conexión Urbana,2024-02-24,Avenida 30 # 63 - 39,Cali,1158000000.0,231.0,6,1.0,2013.0
1461,Inmobiliaria Andina,2023-08-17,Diagonal 49 # 62 - 40,Cartagena,684000000.0,,3,4.0,1980.0
346,Horizonte Propiedades,2024-03-30,Carrera 150 # 55 - 58,Cali,476000000.0,160.0,2,4.0,2007.0
1308,Inmobiliaria Andina,2024-07-02,Diagonal 148 # 18 - 8,Medellín,1184000000.0,86.0,2,4.0,1992.0
1371,Tu Casa Ideal,2023-12-07,Carrera 58 # 8 - 30,Bogotá D.C.,305000000.0,153.0,5,3.0,1989.0
305,Propiedades del Sol,2023-10-07,Transversal 26 # 40 - 97,Cali,885000000.0,,2,3.0,1985.0
717,Propiedades del Sol,2024-10-05,Calle 63 # 60 - 42,Medellín,401000000.0,306.0,6,1.0,2024.0
223,Propiedades del Sol,2024-12-08,Diagonal 43 # 53 - 42,Bogotá D.C.,1896000000.0,67.0,6,2.0,2020.0
126,Inmobiliaria Andina,2024-04-26,Diagonal 105 # 31 - 40,Cali,1380000000.0,191.0,6,1.0,1997.0
90,Propiedades del Sol,2023-11-07,Transversal 46 # 56 - 59,Cartagena,431000000.0,273.0,6,4.0,1994.0
1483,Propiedades del Sol,2024-10-29,Carrera 149 # 83 - 67,Bogotá D.C.,921000000.0,74.0,5,4.0,2006.0
1087,Horizonte Propiedades,2025-01-05,Diagonal 136 # 90 - 80,Barranquilla,250000000.0,344.0,2,2.0,1981.0
1439,Horizonte Propiedades,2023-11-08,Carrera 115 # 24 - 42,Medellín,1627000000.0,298.0,2,2.0,1998.0
1120,Conexión Urbana,2023-09-14,Diagonal 110 # 88 - 75,Barranquilla,1786000000.0,346.0,1,4.0,1980.0
1258,Inmobiliaria Andina,2024-10-29,Avenida 115 # 13 - 89,Cali,1030000000.0,132.0,1,4.0,1980.0
1470,Propiedades del Sol,2024-08-30,Transversal 103 # 58 - 32,Cartagena,814000000.0,322.0,2,3.0,1982.0
162,Tu Casa Ideal,2024-04-29,Avenida 148 # 97 - 21,Cartagena,1709000000.0,133.0,5,2.0,1994.0
1373,Tu Casa Ideal,2024-05-01,Transversal 49 # 47 - 23,Bogotá D.C.,1445000000.0,300.0,1,4.0,2015.0
438,Propiedades del Sol,2024-12-05,Diagonal 30 # 96 - 54,Cali,327000000.0,325.0,6,3.0,1992.0
195,Propiedades del Sol,2024-04-07,Carrera 80 # 85 - 98,Medellín,804000000.0,,2,2.0,2010.0
991,Inmobiliaria Andina,2025-06-13,Diagonal 83 # 35 - 30,Cartagena,1198000000.0,,2,4.0,1984.0
1104,Conexión Urbana,2023-12-03,Avenida 75 # 90 - 32,Bogotá D.C.,704000000.0,76.0,2,4.0,2020.0
1061,Conexión Urbana,2025-02-16,Avenida 30 # 17 - 64,Barranquilla,805000000.0,315.0,4,1.0,2007.0
108,Conexión Urbana,2025-03-05,Transversal 140 # 5 - 54,Medellín,1306000000.0,,4,1.0,
539,Inmobiliaria Andina,2023-07-22,Carrera 125 # 70 - 2,Medellín,1715000000.0,166.0,3,4.0,1994.0
1526,Horizonte Propiedades,2024-12-13 00:00:00,Calle 52 # 70 - 75,Barranquilla,581000000.0,138.0,4,3.0,2001.0
1402,Horizonte Propiedades,2024-07-08,Avenida 80 # 45 - 41,Cartagena,,128.0,6,2.0,
1094,Inmobiliaria Andina,2023-10-31,Transversal 10 # 97 - 40,Cartagena,1438000000.0,,5,3.0,2020.0
704,Horizonte Propiedades,2023-12-09,Avenida 37 # 61 - 64,Medellín,1261000000.0,,1,4.0,1986.0
336,Inmobiliaria Andina,2024-12-04,Transversal 45 # 17 - 7,Medellín,312000000.0,,5,4.0,2011.0
901,Tu Casa Ideal,2023-07-28,Carrera 88 # 87 - 84,Medellín,760000000.0,295.0,6,1.0,1992.0
424,Conexión Urbana,2024-07-25,Carrera 1 # 3 - 30,Bogotá D.C.,917000000.0,341.0,5,2.0,
324,Inmobiliaria Andina,2024-04-24,Calle 83 # 33 - 98,Medellín,954000000.0,298.0,6,3.0,2009.0
743,Inmobiliaria Andina,2025-04-11,Transversal 108 # 94 - 79,Cartagena,642000000.0,248.0,3,3.0,2017.0
1109,Conexión Urbana,2024-08-19,Calle 13 # 96 - 20,Bogotá D.C.,738000000.0,87.0,3,1.0,1996.0
71,Horizonte Propiedades,2025-04-01,Avenida 118 # 53 - 60,Medellín,864000000.0,215.0,3,2.0,
1186,Tu Casa Ideal,2025-03-11,Calle 87 # 14 - 99,Bogotá D.C.,1787000000.0,135.0,4,1.0,1989.0
1361,Propiedades del Sol,2024-12-27,Carrera 50 # 71 - 88,Cartagena,604000000.0,165.0,3,2.0,2003.0
219,Inmobiliaria Andina,2023-07-23,Avenida 84 # 100 - 62,Barranquilla,2000000000.0,335.0,4,3.0,
430,Horizonte Propiedades,2023-07-27,Carrera 147 # 41 - 54,Bogotá D.C.,844000000.0,57.0,1,4.0,2015.0
1244,Conexión Urbana,2025-04-18,Carrera 110 # 59 - 75,Cartagena,401000000.0,,5,1.0,
1093,Tu Casa Ideal,2024-12-22,Calle 102 # 3 - 10,Cali,659000000.0,,2,3.0,2015.0
363,Tu Casa Ideal,2024-11-28,Carrera 126 # 98 - 41,Barranquilla,1035000000.0,213.0,3,1.0,1985.0
576,Inmobiliaria Andina,2024-02-24,Calle 25 # 82 - 87,Medellín,1732000000.0,226.0,1,2.0,1998.0
781,Propiedades del Sol,2025-04-30,Diagonal 102 # 67 - 57,Cartagena,1761000000.0,78.0,6,3.0,
1560,Horizonte Propiedades,2024-08-31 00:00:00,Carrera 28 # 34 - 11,Cali,175000000.0,87.0,3,3.0,
352,Horizonte Propiedades,2024-03-16,Avenida 138 # 48 - 17,Cali,1540000000.0,305.0,3,4.0,
712,Inmobiliaria Andina,2024-03-13,Diagonal 7 # 74 - 49,Medellín,1404000000.0,327.0,6,4.0,1984.0
1197,Inmobiliaria Andina,2025-01-28,Calle 84 # 20 - 62,Cali,202000000.0,81.0,4,2.0,2001.0
832,Inmobiliaria Andina,2025-02-04,Transversal 43 # 51 - 31,Barranquilla,341000000.0,99.0,6,2.0,2003.0
1465,Conexión Urbana,2023-07-23,Diagonal 118 # 46 - 45,Bogotá D.C.,1100000000.0,,2,3.0,2017.0
842,Conexión Urbana,2025-03-02,Carrera 10 # 72 - 3,Cali,1275000000.0,146.0,2,2.0,1998.0
150,Inmobiliaria Andina,2025-01-20,Carrera 118 # 15 - 34,Medellín,1279000000.0,317.0,1,2.0,2022.0
1311,Horizonte Propiedades,2025-05-25,Calle 96 # 17 - 66,Medellín,1612000000.0,249.0,1,4.0,2019.0
36,Horizonte Propiedades,2023-09-09,Calle 33 # 14 - 45,Cartagena,830000000.0,338.0,3,3.0,1990.0
923,Conexión Urbana,2023-11-24,Transversal 96 # 26 - 18,Cartagena,884000000.0,,2,3.0,1994.0
1409,Conexión Urbana,2023-10-25,Carrera 40 # 91 - 95,Cali,1551000000.0,261.0,5,3.0,1984.0
427,Horizonte Propiedades,2025-04-25,Diagonal 20 # 18 - 5,Bogotá D.C.,728000000.0,310.0,4,2.0,
87,Tu Casa Ideal,2024-08-17,Diagonal 117 # 85 - 76,Bogotá D.C.,702000000.0,130.0,1,1.0,2007.0
1050,Tu Casa Ideal,2025-06-05,Diagonal 16 # 47 - 27,Medellín,1850000000.0,288.0,6,3.0,2006.0
555,Propiedades del Sol,2023-10-18,Avenida 22 # 91 - 98,Medellín,1449000000.0,284.0,3,4.0,
983,Propiedades del Sol,2023-08-13,Transversal 101 # 25 - 26,Cali,740000000.0,116.0,5,2.0,1981.0
840,Conexión Urbana,2025-01-23,Calle 113 # 12 - 55,Cali,1067000000.0,290.0,6,3.0,2013.0
1140,Tu Casa Ideal,2024-09-22,Diagonal 47 # 48 - 33,Cartagena,1541000000.0,176.0,3,2.0,2011.0
1084,Inmobiliaria Andina,2024-03-26,Calle 20 # 98 - 53,Medellín,1268000000.0,116.0,4,2.0,2002.0
565,Horizonte Propiedades,2025-03-27,Diagonal 132 # 79 - 82,Barranquilla,690000000.0,210.0,5,4.0,1980.0
892,Conexión Urbana,2025-04-06,Avenida 12 # 94 - 40,Bogotá D.C.,1440000000.0,341.0,2,4.0,2012.0
970,Propiedades del Sol,2024-03-16,Avenida 98 # 17 - 22,Cali,1529000000.0,56.0,3,2.0,2015.0
276,Inmobiliaria Andina,2024-06-07,Diagonal 27 # 6 - 72,Cartagena,1362000000.0,271.0,3,3.0,
760,Horizonte Propiedades,2025-04-19,Diagonal 17 # 14 - 66,Cartagena,1563000000.0,194.0,5,4.0,1984.0
652,Propiedades del Sol,2024-05-30,Transversal 18 # 15 - 16,Cali,270000000.0,259.0,6,1.0,2021.0
18,Conexión Urbana,2024-07-26,Diagonal 94 # 87 - 66,Cali,551000000.0,277.0,2,3.0,2003.0
1023,Tu Casa Ideal,2023-12-27,Carrera 14 # 23 - 56,Bogotá D.C.,1553000000.0,108.0,5,2.0,2001.0
1018,Horizonte Propiedades,2023-12-25,Calle 131 # 30 - 45,Cali,1366000000.0,257.0,2,2.0,1989.0
754,Tu Casa Ideal,2023-08-07,Diagonal 101 # 61 - 5,Barranquilla,1393000000.0,77.0,5,3.0,1983.0
635,Conexión Urbana,2024-08-29,Diagonal 58 # 9 - 29,Cali,1225000000.0,193.0,4,4.0,2016.0
1370,Propiedades del Sol,2024-01-30,Diagonal 104 # 58 - 27,Cali,1504000000.0,334.0,2,3.0,2010.0
1369,Horizonte Propiedades,2023-12-18,Avenida 65 # 98 - 47,Medellín,304000000.0,151.0,6,4.0,
1205,Horizonte Propiedades,2024-12-06,Transversal 65 # 36 - 81,Barranquilla,894000000.0,157.0,2,3.0,2009.0
1517,Propiedades del Sol,2025-07-02 00:00:00,Calle 109 # 86 - 8,Bogotá D.C.,1209000000.0,181.0,1,3.0,
619,Horizonte Propiedades,2023-08-20,Diagonal 10 # 71 - 86,Bogotá D.C.,552000000.0,152.0,6,2.0,
432,Tu Casa Ideal,2023-12-06,Calle 114 # 28 - 14,Barranquilla,1058000000.0,141.0,6,,2017.0
127,Horizonte Propiedades,2023-11-03,Avenida 54 # 6 - 36,Barranquilla,304000000.0,281.0,2,2.0,2000.0
1122,Propiedades del Sol,2024-09-12,Calle 79 # 39 - 66,Medellín,1240000000.0,268.0,3,2.0,1995.0
454,Tu Casa Ideal,2025-06-06,Carrera 39 # 7 - 25,Medellín,1906000000.0,,6,1.0,
486,Inmobiliaria Andina,2024-12-02,Avenida 75 # 79 - 30,Medellín,431000000.0,125.0,1,4.0,2022.0
911,Tu Casa Ideal,2024-11-05,Diagonal 96 # 87 - 23,Barranquilla,1901000000.0,153.0,3,3.0,1995.0
1520,Tu Casa Ideal,2025-01-11 00:00:00,Carrera 140 # 87 - 52,Bogotá D.C.,794000000.0,67.0,5,2.0,2010.0
1117,Horizonte Propiedades,2024-07-30,Transversal 138 # 59 - 82,Cartagena,747000000.0,287.0,6,3.0,
1160,Horizonte Propiedades,2024-07-03,Avenida 2 # 41 - 100,Bogotá D.C.,428000000.0,261.0,2,4.0,1994.0
1194,Propiedades del Sol,2024-06-14,Diagonal 99 # 71 - 43,Medellín,474000000.0,132.0,3,4.0,2007.0
716,Tu Casa Ideal,2025-06-08,Avenida 114 # 47 - 39,Bogotá D.C.,1478000000.0,257.0,1,4.0,
1471,Propiedades del Sol,2024-12-09,Avenida 53 # 48 - 55,Barranquilla,206000000.0,201.0,1,1.0,
146,Tu Casa Ideal,2025-05-19,Diagonal 140 # 37 - 80,Cali,612000000.0,311.0,3,2.0,2017.0
1528,Tu Casa Ideal,2024-10-29 00:00:00,Avenida 52 # 81 - 65,Bogotá D.C.,728000000.0,218.0,4,,2013.0
1380,Tu Casa Ideal,2025-04-30,Transversal 123 # 33 - 36,Cartagena,1852000000.0,176.0,6,2.0,2004.0
1449,Inmobiliaria Andina,2024-06-26,Carrera 10 # 64 - 39,Barranquilla,589000000.0,314.0,1,3.0,
1477,Inmobiliaria Andina,2025-06-30,Calle 48 # 32 - 69,Barranquilla,1422000000.0,169.0,4,,2024.0
622,Propiedades del Sol,2023-07-23,Diagonal 96 # 61 - 10,Cali,1213000000.0,240.0,1,2.0,
42,Tu Casa Ideal,2024-03-02,Diagonal 86 # 85 - 57,Cartagena,1823000000.0,82.0,5,4.0,1994.0
849,Inmobiliaria Andina,2024-08-22,Diagonal 25 # 11 - 98,Medellín,1990000000.0,192.0,3,2.0,2017.0
13,Conexión Urbana,2024-02-16,Avenida 81 # 52 - 44,Cali,750000000.0,55.0,2,2.0,2004.0
775,Tu Casa Ideal,2024-10-10,Diagonal 53 # 72 - 99,Medellín,1545000000.0,,2,1.0,2004.0
1265,Horizonte Propiedades,2023-12-02,Calle 45 # 10 - 48,Cali,759000000.0,,6,2.0,1990.0
886,Propiedades del Sol,2024-08-01,Carrera 104 # 13 - 55,Medellín,1071000000.0,273.0,3,3.0,2011.0
91,Inmobiliaria Andina,2023-11-28,Carrera 84 # 72 - 3,Bogotá D.C.,525000000.0,52.0,6,2.0,1984.0
770,Conexión Urbana,2023-07-24,Transversal 100 # 91 - 67,Medellín,285000000.0,266.0,3,1.0,2005.0
1045,Conexión Urbana,2023-09-24,Diagonal 37 # 87 - 34,Bogotá D.C.,800000000.0,278.0,5,2.0,1986.0
165,Tu Casa Ideal,2024-05-16,Diagonal 51 # 41 - 8,Cali,453000000.0,208.0,6,4.0,2008.0
302,Horizonte Propiedades,2025-05-11,Avenida 94 # 40 - 94,Medellín,1909000000.0,,5,4.0,2007.0
1293,Inmobiliaria Andina,2023-08-27,Transversal 143 # 9 - 54,Barranquilla,1432000000.0,343.0,5,4.0,2004.0
4,Tu Casa Ideal,2024-10-23,Calle 29 # 62 - 85,Bogotá D.C.,1707000000.0,,5,3.0,2018.0
1040,Tu Casa Ideal,2024-02-18,Carrera 1 # 72 - 93,Cali,1884000000.0,212.0,2,1.0,1998.0
226,Horizonte Propiedades,2024-06-11,Calle 101 # 1 - 81,Medellín,1159000000.0,97.0,4,3.0,2000.0
1332,Propiedades del Sol,2024-06-14,Carrera 82 # 5 - 44,Barranquilla,807000000.0,267.0,4,4.0,2023.0
1334,Inmobiliaria Andina,2023-11-29,Transversal 72 # 70 - 90,Bogotá D.C.,1955000000.0,147.0,2,1.0,2009.0
1512,Tu Casa Ideal,2024-03-19 00:00:00,Avenida 98 # 17 - 22,Cali,1529000000.0,56.0,3,2.0,2015.0
722,Tu Casa Ideal,2024-01-11,Diagonal 74 # 52 - 59,Bogotá D.C.,291000000.0,212.0,2,4.0,2009.0
864,Conexión Urbana,2023-09-19,Transversal 40 # 32 - 33,Cartagena,320000000.0,83.0,2,4.0,2002.0
356,Propiedades del Sol,2024-11-13,Calle 88 # 19 - 4,Barranquilla,1709000000.0,172.0,4,2.0,1991.0
1221,Tu Casa Ideal,2024-11-05,Calle 14 # 99 - 88,Bogotá D.C.,997000000.0,,1,4.0,
939,Inmobiliaria Andina,2025-01-07,Diagonal 82 # 85 - 15,Barranquilla,1818000000.0,143.0,1,3.0,1998.0
977,Tu Casa Ideal,2024-04-25,Calle 120 # 6 - 50,Cali,1783000000.0,57.0,3,2.0,
11,Horizonte Propiedades,2025-06-28,Diagonal 22 # 55 - 78,Barranquilla,387000000.0,70.0,4,4.0,1992.0
1033,Propiedades del Sol,2023-10-17,Carrera 7 # 95 - 92,Cartagena,1912000000.0,,3,2.0,2010.0
661,Inmobiliaria Andina,2024-12-20,Carrera 14 # 85 - 55,Barranquilla,1415000000.0,120.0,5,4.0,2008.0
460,Conexión Urbana,2023-11-23,Avenida 135 # 97 - 72,Bogotá D.C.,1429000000.0,213.0,1,4.0,1980.0
1426,Tu Casa Ideal,2024-03-29,Calle 67 # 48 - 17,Cali,747000000.0,284.0,2,1.0,
791,Propiedades del Sol,2024-08-13,Avenida 55 # 45 - 34,Medellín,391000000.0,168.0,1,2.0,1986.0
537,Inmobiliaria Andina,2023-09-03,Calle 94 # 56 - 44,Cali,1228000000.0,219.0,5,1.0,2024.0
1419,Propiedades del Sol,2023-11-06,Transversal 59 # 83 - 15,Barranquilla,1642000000.0,282.0,2,2.0,2010.0
1441,Conexión Urbana,2023-10-01,Diagonal 57 # 100 - 2,Cartagena,,139.0,1,3.0,
376,Conexión Urbana,2023-12-01,Transversal 26 # 66 - 93,Cartagena,907000000.0,,4,1.0,2008.0
670,Horizonte Propiedades,2025-03-30,Avenida 79 # 4 - 5,Cali,1273000000.0,261.0,5,1.0,1984.0
967,Conexión Urbana,2025-01-20,Carrera 136 # 92 - 41,Medellín,1284000000.0,102.0,2,2.0,1990.0
631,Conexión Urbana,2025-04-30,Avenida 1 # 5 - 29,Barranquilla,1538000000.0,51.0,5,1.0,1995.0
929,Conexión Urbana,2023-11-26,Transversal 58 # 9 - 59,Barranquilla,732000000.0,148.0,2,3.0,2021.0
373,Propiedades del Sol,2024-09-17,Calle 117 # 58 - 71,Barranquilla,698000000.0,93.0,2,1.0,1996.0
1396,Horizonte Propiedades,2025-04-12,Diagonal 73 # 58 - 27,Cali,1188000000.0,69.0,2,1.0,
1547,Inmobiliaria Andina,2025-04-20 00:00:00,Diagonal 37 # 41 - 20,Bogotá D.C.,718000000.0,199.0,2,2.0,1989.0
758,Propiedades del Sol,2025-07-05,Diagonal 6 # 45 - 27,Medellín,639000000.0,333.0,2,3.0,1999.0
1324,Propiedades del Sol,2024-04-24,Diagonal 44 # 35 - 64,Barranquilla,1466000000.0,337.0,3,3.0,2002.0
1316,Horizonte Propiedades,2023-12-21,Calle 99 # 66 - 54,Cartagena,251000000.0,150.0,1,3.0,1985.0
23,Tu Casa Ideal,2024-08-24,Carrera 111 # 21 - 63,Bogotá D.C.,972000000.0,250.0,4,2.0,2012.0
641,Conexión Urbana,2024-10-11,Carrera 147 # 28 - 36,Barranquilla,1807000000.0,186.0,1,4.0,1996.0
1530,Inmobiliaria Andina,2025-04-26 00:00:00,Diagonal 17 # 14 - 66,Cartagena,1563000000.0,194.0,5,4.0,1984.0
215,Conexión Urbana,2023-11-19,Transversal 93 # 69 - 20,Barranquilla,1560000000.0,177.0,4,3.0,1982.0
167,Horizonte Propiedades,2023-08-18,Avenida 89 # 56 - 40,Medellín,1657000000.0,120.0,6,2.0,2024.0
1253,Propiedades del Sol,2024-12-22,Carrera 46 # 61 - 24,Cali,1045000000.0,92.0,2,1.0,2015.0
866,Tu Casa Ideal,2024-11-19,Calle 48 # 15 - 78,Medellín,939000000.0,238.0,2,3.0,1982.0
257,Conexión Urbana,2024-01-10,Avenida 89 # 9 - 34,Bogotá D.C.,1157000000.0,177.0,4,1.0,2009.0
934,Horizonte Propiedades,2024-01-12,Carrera 40 # 62 - 19,Bogotá D.C.,1808000000.0,137.0,1,4.0,2013.0
405,Inmobiliaria Andina,2023-09-27,Diagonal 133 # 19 - 67,Barranquilla,440000000.0,218.0,4,2.0,2010.0
540,Conexión Urbana,2023-08-29,Diagonal 68 # 77 - 38,Cali,1118000000.0,127.0,6,1.0,1985.0
84,Horizonte Propiedades,2024-08-12,Calle 67 # 25 - 30,Cali,181000000.0,240.0,2,1.0,1996.0
184,Horizonte Propiedades,2024-08-04,Avenida 144 # 44 - 56,Bogotá D.C.,656000000.0,261.0,6,2.0,2014.0
1277,Inmobiliaria Andina,2025-03-27,Avenida 127 # 1 - 23,Cartagena,863000000.0,142.0,6,,
164,Propiedades del Sol,2023-12-19,Carrera 72 # 42 - 91,Bogotá D.C.,236000000.0,193.0,4,1.0,
655,Inmobiliaria Andina,2024-02-01,Calle 125 # 36 - 94,Cartagena,1249000000.0,219.0,3,4.0,
493,Conexión Urbana,2025-06-30,Carrera 121 # 99 - 31,Medellín,528000000.0,248.0,4,2.0,2023.0
1478,Inmobiliaria Andina,2025-07-08,Calle 126 # 59 - 86,Cali,736000000.0,,1,3.0,1996.0
1053,Inmobiliaria Andina,2024-07-26,Transversal 105 # 40 - 42,Medellín,1436000000.0,105.0,3,1.0,
1027,Conexión Urbana,2024-12-20,Transversal 32 # 42 - 72,Medellín,1632000000.0,183.0,5,1.0,
1376,Propiedades del Sol,2025-02-07,Avenida 40 # 84 - 81,Cartagena,942000000.0,107.0,3,2.0,2005.0
1004,Horizonte Propiedades,2024-02-01,Carrera 101 # 45 - 54,Cartagena,1852000000.0,277.0,6,4.0,2015.0
533,Horizonte Propiedades,2025-07-01,Transversal 5 # 5 - 90,Cartagena,1155000000.0,69.0,4,3.0,
685,Horizonte Propiedades,2023-11-26,Diagonal 16 # 4 - 49,Bogotá D.C.,655000000.0,327.0,1,1.0,1993.0
1538,Propiedades del Sol,2024-07-27 00:00:00,Diagonal 138 # 81 - 62,Medellín,360000000.0,68.0,4,3.0,1994.0
1066,Horizonte Propiedades,2024-04-13,Carrera 94 # 16 - 39,Cartagena,1208000000.0,178.0,3,,
1143,Inmobiliaria Andina,2025-04-02,Calle 2 # 38 - 79,Medellín,1169000000.0,240.0,5,1.0,2019.0
1288,Inmobiliaria Andina,2025-02-02,Transversal 126 # 89 - 11,Barranquilla,741000000.0,213.0,2,2.0,2006.0
1464,Propiedades del Sol,2024-02-07,Avenida 80 # 26 - 51,Bogotá D.C.,791000000.0,256.0,1,1.0,1980.0
1295,Conexión Urbana,2024-11-16,Carrera 30 # 22 - 40,Bogotá D.C.,1901000000.0,87.0,2,1.0,2012.0
744,Inmobiliaria Andina,2025-04-24,Calle 49 # 74 - 71,Medellín,1510000000.0,189.0,3,2.0,
1413,Tu Casa Ideal,2024-09-02,Diagonal 147 # 80 - 78,Bogotá D.C.,1786000000.0,70.0,4,3.0,1990.0
930,Propiedades del Sol,2025-04-28,Carrera 6 # 7 - 26,Medellín,1894000000.0,306.0,4,3.0,1985.0
792,Horizonte Propiedades,2025-03-05,Carrera 76 # 79 - 59,Bogotá D.C.,787000000.0,239.0,5,2.0,1987.0
548,Inmobiliaria Andina,2025-03-31,Transversal 103 # 15 - 81,Barranquilla,809000000.0,,1,1.0,2009.0
634,Tu Casa Ideal,2023-11-20,Transversal 76 # 19 - 13,Cali,959000000.0,65.0,1,1.0,2001.0
293,Inmobiliaria Andina,2024-06-30,Transversal 38 # 29 - 37,Cali,307000000.0,,3,4.0,1980.0
1551,Conexión Urbana,2024-10-09 00:00:00,Carrera 140 # 25 - 87,Cartagena,1690000000.0,92.0,5,2.0,2005.0
1179,Tu Casa Ideal,2023-12-15,Avenida 40 # 75 - 77,Bogotá D.C.,,230.0,1,1.0,
872,Inmobiliaria Andina,2025-06-05,Calle 98 # 65 - 62,Barranquilla,1228000000.0,54.0,4,,2005.0
1284,Propiedades del Sol,2025-04-04,Carrera 59 # 46 - 83,Bogotá D.C.,334000000.0,294.0,6,,2006.0
514,Tu Casa Ideal,2024-05-27,Transversal 43 # 66 - 27,Cartagena,1418000000.0,124.0,5,2.0,2017.0
69,Inmobiliaria Andina,2024-03-18,Diagonal 44 # 15 - 30,Barranquilla,1398000000.0,315.0,5,3.0,2012.0
883,Tu Casa Ideal,2023-10-10,Avenida 74 # 32 - 97,Cartagena,1309000000.0,265.0,4,2.0,2018.0
855,Tu Casa Ideal,2023-11-01,Carrera 26 # 50 - 21,Bogotá D.C.,195000000.0,285.0,1,1.0,2005.0
1392,Inmobiliaria Andina,2024-12-27,Diagonal 127 # 32 - 79,Bogotá D.C.,1159000000.0,300.0,5,3.0,
1034,Horizonte Propiedades,2024-06-04,Avenida 126 # 12 - 46,Cali,1613000000.0,237.0,1,3.0,2003.0
154,Propiedades del Sol,2023-12-19,Diagonal 7 # 27 - 3,Medellín,1982000000.0,247.0,2,1.0,1992.0
703,Conexión Urbana,2023-07-26,Calle 38 # 49 - 4,Cali,1984000000.0,235.0,6,2.0,2000.0
954,Propiedades del Sol,2024-12-31,Diagonal 80 # 96 - 25,Cartagena,230000000.0,85.0,4,2.0,1986.0
1317,Conexión Urbana,2024-07-02,Transversal 29 # 29 - 48,Bogotá D.C.,722000000.0,330.0,4,2.0,1999.0
